Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Units,[Age],[Reporting Type],2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),417,Kyrgyzstan,PER_POP_U5,<5Y,G,,,,,,,3.36,,,1.3,,,2.85,,2.84,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),432,Landlocked developing countries (LLDCs),PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,6.82
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),418,Lao People's Democratic Republic,PER_POP_U5,<5Y,G,17.5,,,,,,7.39,,,,,6.38,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),419,Latin America and the Caribbean,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,1.27
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),199,Least Developed Countries (LDCs),PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,8.47
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),422,Lebanon,PER_POP_U5,<5Y,G,,,,,6.6,,,,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),426,Lesotho,PER_POP_U5,<5Y,G,6.82,,,,5.57,,,,,3.81,,,,,2.85,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),430,Liberia,PER_POP_U5,<5Y,G,7.4,,,,,,,7.88,,,2.8,,,5.63,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),434,Libya,PER_POP_U5,<5Y,G,,,,,,,,6.5,,,,,,,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),450,Madagascar,PER_POP_U5,<5Y,G,,,,,15.23,,,,,,,,,7.87,,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),454,Malawi,PER_POP_U5,<5Y,G,6.8,,,,6.3,,4.17,,,1.8,4.06,,,,3.81,2.77,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),716,Zimbabwe,PER_POP_U5,<5Y,G,,,,,,7.26,,,,3.76,3.15,,,,3.36,3.29,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),202,Sub-Saharan Africa,PER_POP_U5,<5Y,G,,,,,,,,,,,,,,,,,,,6.9
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),729,Sudan,PER_POP_U5,<5Y,G,,,,,,,14.5,,,,16.31,,,,16.77,,,,
2,2.2,2.2.2,SH_STA_WASTE,Proportion of children moderately or severely wasted (%),170,Colombia,PER_POP_U5,<5Y,G,1.04,,,,,1.58,,,,,0.9,,,,,,,,
